snapshot_as_of,item_id,item_created_at,baseline_bucket,with_trends_bucket,baseline_score,with_trends_score,risk_delta,bucket_transition,trend_overlap_terms,edge_case_flags,matched_topic_signals
2021-09-01T12:00:00Z,4c176cc3-c25a-4dea-a326-3c48fba105ef,2016-02-22T03:38:42Z,low,low,18.45,18.45,0.0,low->low,[],[],"[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,f7025db2-a717-4f28-b458-b5660795ca43,2019-11-23T06:32:40Z,low,low,1.69,1.69,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,3fa0a894-daa4-42e7-bd16-e276d35d30f5,2020-02-15T06:55:19Z,low,low,1.46,1.46,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,da08b0b7-9b16-48cb-8dd4-3dc93cd5267d,2019-01-18T21:49:25Z,low,low,7.54,7.54,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,a9f55695-1aff-4a9d-83fa-ee2646dd9383,2017-12-26T11:41:53Z,low,low,8.6,8.6,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,e2bbda0e-923f-4c64-ba28-07108d522dd8,2020-12-07T09:17:59Z,low,low,13.65,13.65,0.0,low->low,[],"[""possible_ambiguity""]","[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,243e16a0-c1cb-4bcd-ae32-50a650545070,2020-05-21T15:56:02Z,low,low,1.2,1.2,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,c71c8366-5b76-4153-83d0-1a889a4bbfdd,2018-04-08T01:53:45Z,low,low,10.32,10.32,0.0,low->low,[],[],"[{""topic_names"": [""drugs""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,1be5b31c-59b2-4cc2-bd65-97a224bb45e9,2015-04-24T06:44:06Z,low,low,11.28,11.28,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,7e08380a-70de-4375-afda-7ca31ae4b44f,2016-02-14T02:10:00Z,low,low,18.47,18.47,0.0,low->low,[],"[""possible_ambiguity"", ""possible_political_term_non_political""]","[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,8a763f2d-88e7-4150-ae04-d6769cb69d6a,2019-11-06T20:24:02Z,low,low,17.74,17.74,0.0,low->low,[],[],"[{""topic_names"": [""legal""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,e3392008-d3a7-4d2e-a246-7c7fca8d76d9,2020-04-05T20:46:31Z,low,low,10.32,10.32,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,ee01c338-8d5b-476f-bc14-7cd0d9127c87,2019-06-12T03:14:01Z,low,low,22.14,22.14,0.0,low->low,[],[],"[{""topic_names"": [""violence""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,38ba69e4-8640-458e-9422-5b44048d3c88,2020-05-31T01:53:35Z,low,low,1.17,1.17,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,443c935f-6659-4dae-b102-b0d54f0fd17e,2017-08-08T15:41:37Z,low,low,1.98,1.98,0.0,low->low,[],[],[]
2021-09-01T12:00:00Z,a90ea5e5-9e51-4f24-bc1c-107eb2193bfe,2018-11-24T06:07:27Z,low,low,10.69,10.69,0.0,low->low,[],[],"[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2021-09-01T12:00:00Z,43da8e5a-1a92-4e87-947b-29ac6c3426c5,2019-05-01T03:24:38Z,low,low,11.26,11.26,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,4000d028-eb5a-4a31-bb36-d8f304bf0b03,2022-11-12T09:14:22Z,low,low,1.82,1.82,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,3551a28a-f089-4e25-bb6a-a06a6e3b8130,2019-11-29T08:43:51Z,low,low,4.77,4.77,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,a6604602-7a65-4bb8-8022-a5a3f45bc82b,2019-03-26T02:19:12Z,low,low,5.45,5.45,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,febce85b-54ef-4eeb-b817-d6f7de2f04d6,2021-09-01T15:00:00Z,low,low,19.76,19.76,0.0,low->low,[],"[""possible_quote""]",[]
2024-10-05T12:00:00Z,bf40b757-8ca7-4d2e-80ae-c092a045ced7,2019-11-13T19:56:57Z,low,low,4.81,4.81,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,2a531c41-44eb-45e6-9764-d1e5007fd8fc,2023-08-21T14:58:43Z,low,low,8.04,8.04,0.0,low->low,[],[],"[{""topic_names"": [""drugs""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,04623467-4fba-4494-8bc0-1efdb47c2f36,2018-05-21T21:39:46Z,low,low,13.3,13.3,0.0,low->low,[],[],"[{""topic_names"": [""health_public""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,8750b49f-925d-4fff-89c1-7b33915b166e,2019-09-23T15:10:41Z,low,low,16.95,16.95,0.0,low->low,[],[],"[{""topic_names"": [""health_public""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,d4d77c85-0c78-44c4-a9b8-d0945aac4045,2022-08-07T23:53:13Z,low,low,0.08,0.08,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,6a986d52-2927-4feb-81e9-21fcc9b051d0,2018-11-30T21:44:31Z,low,low,15.77,15.77,0.0,low->low,[],[],"[{""topic_names"": [""finance""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,7db374ac-bec3-488e-9c7b-e5db2c20575f,2023-11-02T00:30:25Z,low,low,0.84,0.84,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,8175a289-d806-4255-8bb4-b4b8db5378ff,2024-10-02T23:33:31Z,low,low,0.0,0.0,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,5145de2c-2ea8-40d9-88bd-7c9ddefcbc46,2018-08-08T05:04:11Z,low,low,6.08,6.08,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,69cce3a2-333e-47a1-abcd-815a381b918a,2021-04-21T09:25:59Z,low,low,9.38,9.38,0.0,low->low,[],[],"[{""topic_names"": [""online_safety""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,53ab103b-7804-46fa-bc41-148089f1545d,2015-08-20T05:28:29Z,low,low,17.05,17.05,0.0,low->low,[],[],"[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,7c6c450f-23b2-43f1-97e0-096993066a6f,2019-03-02T09:33:58Z,low,low,10.52,10.52,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,16e94edd-8a70-4a2c-b067-7b962cd4b53c,2015-07-16T04:08:08Z,low,low,17.15,17.15,0.0,low->low,[],"[""possible_ambiguity""]","[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,9ac8102b-3b7a-4c06-b202-c6f4b9da6c96,2016-08-01T05:07:17Z,low,low,21.1,21.1,0.0,low->low,[],"[""possible_ambiguity""]","[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,be28ef36-d924-470e-8bb2-333f6bb59601,2017-08-24T17:45:26Z,low,low,14.04,14.04,0.0,low->low,[],[],"[{""topic_names"": [""health_public""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,63e90509-e840-463f-ad75-565a860624d8,2024-01-24T08:43:47Z,low,low,7.62,7.62,0.0,low->low,[],[],"[{""topic_names"": [""health_public""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,6ff25002-27b8-4a8e-98c9-651da9c66147,2017-08-18T04:07:29Z,low,low,5.05,5.05,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,8457b309-d2ad-4c2f-be3c-937f2e8d5bda,2019-08-11T09:59:08Z,medium,medium,25.07,25.07,0.0,medium->medium,[],[],"[{""topic_names"": [""violence""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,d4c7630c-99ad-42de-b5fc-caafc8ff1bde,2021-07-18T09:36:52Z,low,low,1.14,1.14,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,c4f9a7c3-ed09-44ff-861b-ebff41bc3c7e,2018-03-25T14:06:46Z,low,low,11.45,11.45,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,857a7c16-24ab-4b45-af02-94f864b69fc6,2024-06-05T09:07:47Z,low,low,0.25,0.25,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,6d2c4cb7-7df6-4dce-9818-c55fb72c5aa9,2020-11-20T02:42:06Z,low,low,3.79,3.79,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,7e44dc70-46df-45aa-8553-73da60401466,2023-08-22T12:52:28Z,low,low,11.04,11.04,0.0,low->low,[],[],"[{""topic_names"": [""finance""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,6c113c75-47d7-4837-a448-0aa5c9b75ae2,2021-03-30T03:32:33Z,low,low,10.44,10.44,0.0,low->low,[],[],"[{""topic_names"": [""health_public""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,cfe8f684-65d1-4425-92fd-9f7c914ed47a,2016-12-14T04:40:56Z,low,low,15.73,15.73,0.0,low->low,[],[],"[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,d58a03b2-5742-428f-8ddc-d0da78733bcc,2023-08-19T08:17:38Z,low,low,21.05,21.05,0.0,low->low,[],[],"[{""topic_names"": [""violence""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,4f1cd519-0c08-4899-95a3-0f28a47b44ac,2018-05-25T02:27:26Z,low,low,17.29,17.29,0.0,low->low,[],[],"[{""topic_names"": [""legal""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,8a755cf3-ae1d-4664-8d5e-7d5295160a67,2023-09-12T07:47:29Z,low,low,0.98,0.98,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,7a2ac75d-bd21-4dd2-9436-bc746cc8be8c,2015-11-16T05:51:07Z,medium,medium,27.81,27.81,0.0,medium->medium,[],[],[]
2024-10-05T12:00:00Z,4ce34a4e-7bee-4019-bd30-9d2faa7ddac6,2019-10-17T20:50:44Z,low,low,4.89,4.89,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,eb9a7bfa-998f-436f-84ec-b8674f1e5373,2023-08-19T11:33:37Z,low,low,9.05,9.05,0.0,low->low,[],[],"[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,925a1f0c-be67-4618-aeab-cd823681cf19,2016-08-09T02:52:58Z,low,low,8.08,8.08,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,7e3f7f9b-19fd-4722-b81a-f3a0e9cbbaf5,2019-02-25T01:35:50Z,low,low,14.53,14.53,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,61e05e80-558f-41d1-8efd-1566c01ff931,2020-04-16T17:29:08Z,low,low,16.39,16.39,0.0,low->low,[],[],"[{""topic_names"": [""drugs""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,de2c5684-f670-44a3-af76-808986593fd7,2024-06-01T03:52:08Z,low,low,13.26,13.26,0.0,low->low,[],[],"[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,afe3c20e-97ac-445d-9b97-3cd85aed78b2,2019-12-04T13:29:04Z,low,low,4.76,4.76,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,5bd306fb-ce97-41b8-9690-a482cb030d65,2015-10-01T22:41:41Z,low,low,6.93,6.93,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,16f37b90-2d5c-41bf-b16b-81c4b5193be7,2019-06-15T14:58:00Z,low,low,10.23,10.23,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,5d97696f-4b01-4aab-9299-8ce53fe21276,2016-03-06T01:43:05Z,low,low,20.51,20.51,0.0,low->low,[],[],"[{""topic_names"": [""drugs""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,81bc0c25-7c10-4d43-8770-a9514c31a1c3,2020-01-29T19:25:18Z,low,low,4.6,4.6,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,992c94bd-0960-45bf-b105-28f486656bbc,2018-06-06T15:25:41Z,low,low,14.25,14.25,0.0,low->low,[],"[""possible_ambiguity""]","[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,db775f5b-fa34-4e1a-80de-348b6470890a,2017-12-20T06:53:48Z,low,low,6.72,6.72,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,509f1851-8f68-4d42-944e-7854687faf62,2021-09-29T11:30:01Z,low,low,2.94,2.94,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,52adf419-b138-42b0-a159-766d567093f3,2022-08-23T06:54:29Z,low,low,2.04,2.04,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,1eb626c5-9af1-4635-84a3-0c82eb3b21a7,2023-01-14T09:58:36Z,low,low,6.64,6.64,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,981db198-9d12-4c8b-9d26-7b56c90f41f2,2015-02-27T14:01:12Z,low,low,16.53,16.53,0.0,low->low,[],[],"[{""topic_names"": [""health_public""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,ecd034bc-0d7a-451f-9e7f-0c7754f3c1d9,2016-08-31T09:12:28Z,low,low,8.02,8.02,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,1052557c-f00f-405a-ba0c-193c575c034b,2017-02-26T15:36:13Z,low,low,7.53,7.53,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,8f2f69b5-5266-4604-8805-dcf98aba647f,2022-06-23T11:19:38Z,low,low,10.21,10.21,0.0,low->low,[],[],"[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,4a2d4a24-c67d-43b9-a86c-fcce81b9e981,2023-04-06T19:07:23Z,low,low,14.42,14.42,0.0,low->low,[],[],"[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,632f0edb-8958-4167-b138-cce554b9eab9,2022-06-15T08:36:24Z,low,low,2.23,2.23,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,2fa5a29b-21f9-48b8-a868-2b050669883c,2019-04-17T13:27:25Z,low,low,17.39,17.39,0.0,low->low,[],[],"[{""topic_names"": [""health_public""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,3a216d41-1889-463d-819a-6d5af4e32164,2018-07-10T20:05:00Z,low,low,6.16,6.16,0.0,low->low,[],"[""possible_ambiguity""]",[]
2024-10-05T12:00:00Z,0690685d-ed0e-43aa-a6eb-10e3a84b7d6e,2023-08-10T10:59:37Z,low,low,16.07,16.07,0.0,low->low,[],"[""possible_ambiguity""]","[{""topic_names"": [""violence""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,21adcbe4-6267-45aa-bcc3-1ab105fff708,2020-05-23T22:35:34Z,low,low,18.29,18.29,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,d51ed07f-abc2-4d9a-a693-25923dc835eb,2022-09-28T03:20:12Z,low,low,1.94,1.94,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,c112e7ea-fd27-4587-a4f7-b0edbf7f00ca,2022-04-30T04:40:08Z,low,low,2.35,2.35,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,8c230c5c-dbc6-4a48-8ff7-232c6d09453f,2023-07-28T17:52:18Z,low,low,1.11,1.11,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,fdb7e43a-1a66-4436-a192-98cf9cf01b86,2015-06-04T00:24:39Z,low,low,15.26,15.26,0.0,low->low,[],[],"[{""topic_names"": [""legal""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,9d71328f-5a19-4ed1-8a50-f0059bd46ded,2017-07-23T09:17:45Z,low,low,15.13,15.13,0.0,low->low,[],[],"[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,889ed15a-3847-4958-917e-8df684e89856,2016-08-15T16:51:28Z,low,low,14.06,14.06,0.0,low->low,[],[],"[{""topic_names"": [""online_safety""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,6a0caa2c-7b3a-4019-8058-b6dcaf49f4ee,2021-11-28T06:19:06Z,low,low,2.77,2.77,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,6cbb364f-7b6b-45af-bb32-cd7759a6aa20,2016-08-02T04:21:51Z,low,low,8.1,8.1,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,c96650a0-fa0b-427d-9099-52f8171514f6,2020-11-14T12:36:47Z,low,low,1.81,1.81,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,3433af0f-a1a4-4b7e-a6e2-e7981de72121,2016-07-21T11:39:09Z,low,low,22.13,22.13,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,1421724c-135c-4143-adab-f5d2686b7aa2,2023-06-11T07:11:19Z,low,low,1.24,1.24,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,902763c3-4c9f-4317-a049-d9de415841f8,2023-01-02T14:10:05Z,low,low,1.67,1.67,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,50406738-d013-4265-805e-b0330ced0b69,2015-07-05T03:41:01Z,low,low,22.18,22.18,0.0,low->low,[],[],"[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,f2331f6c-83c9-4327-850e-323acdacd690,2022-08-25T16:37:01Z,low,low,2.03,2.03,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,ecc9282d-262f-4483-b217-b71b59172dc7,2016-04-12T21:27:17Z,low,low,14.4,14.4,0.0,low->low,[],[],"[{""topic_names"": [""legal""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,799f87f7-13a8-424f-bc26-803a937a1bf5,2015-06-10T16:10:00Z,low,low,19.24,19.24,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,67d1c487-06cc-4c59-831a-c4c0dc1e1da6,2018-02-01T05:09:27Z,low,low,13.6,13.6,0.0,low->low,[],[],"[{""topic_names"": [""health_public""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,791c47fd-6c7d-4a16-9584-96f016af330f,2020-01-18T16:16:42Z,low,low,12.63,12.63,0.0,low->low,[],"[""possible_ambiguity""]","[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,c3e26e9e-dd8e-4678-b0fc-7f1f9a5ed433,2017-03-12T06:39:53Z,medium,medium,25.49,25.49,0.0,medium->medium,[],[],"[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,6b012ba5-767e-431c-9e9f-844178d3a174,2023-06-20T09:31:09Z,low,low,1.21,1.21,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,22824385-d175-437e-bbee-6b2d92ad16be,2021-06-12T22:58:53Z,low,low,3.23,3.23,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,3bca185e-33b8-46b7-9382-6458cc51e557,2020-10-19T06:05:38Z,low,low,3.88,3.88,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,b36a6506-29de-4821-84b8-7ac8f1cb8e83,2023-07-06T12:31:41Z,low,low,20.17,20.17,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,f90322ce-c646-4e89-929c-30002264f0cb,2019-07-04T21:47:39Z,low,low,5.18,5.18,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,b164d86f-e935-41da-bbc0-d068c16b429a,2017-03-10T11:40:29Z,low,low,12.5,12.5,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,14e95486-2e0f-4955-b0f9-3075b29cf4a3,2019-11-23T06:24:21Z,low,low,11.79,11.79,0.0,low->low,[],[],"[{""topic_names"": [""drugs""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,b47df004-5911-4c1a-b82f-3302bb29edb8,2020-11-04T01:09:10Z,low,low,10.84,10.84,0.0,low->low,[],[],"[{""topic_names"": [""drugs""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,c2624266-2b11-4efc-86db-541ec27e9c1e,2021-02-20T12:47:26Z,low,low,18.54,18.54,0.0,low->low,[],"[""possible_ambiguity""]","[{""topic_names"": [""violence""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,585a4a94-8b6b-46df-b7b5-264179f34ba3,2018-08-22T16:01:35Z,low,low,21.04,21.04,0.0,low->low,[],[],"[{""topic_names"": [""finance""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,6b1b608e-5ddf-408d-9958-86a5b9bdfc00,2022-09-18T09:26:42Z,low,low,16.97,16.97,0.0,low->low,[],"[""possible_ambiguity""]","[{""topic_names"": [""violence""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,3995af12-2287-4de1-be73-4c814b7ec465,2021-11-30T08:51:27Z,low,low,7.77,7.77,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,c733cdbb-d694-403c-afbb-244db65a63fa,2015-11-11T06:48:51Z,low,low,8.82,8.82,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,5800f10e-26b4-4950-9bf7-10272d531eb9,2024-03-09T07:53:15Z,low,low,8.49,8.49,0.0,low->low,[],"[""possible_ambiguity""]","[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,0751b967-4a4c-4121-a0cc-d72b1b1659d2,2021-04-11T05:38:08Z,low,low,3.41,3.41,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,bbb25a62-aa6e-4def-9772-4c871a588476,2020-10-14T21:11:33Z,low,low,8.89,8.89,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,1a300cce-0a61-4691-b0f5-536852c95255,2021-10-13T12:55:50Z,low,low,18.9,18.9,0.0,low->low,[],[],"[{""topic_names"": [""legal""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,9b0f3f08-d82b-498d-817b-acc9e733564a,2022-08-27T17:18:58Z,low,low,14.02,14.02,0.0,low->low,[],[],"[{""topic_names"": [""drugs""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,ce1200f0-70d9-4e5f-a0fb-d50196f9d287,2018-09-24T19:28:55Z,low,low,5.95,5.95,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,05ed583b-5dbc-4182-98d0-94c3dd76d5af,2016-02-14T13:29:18Z,low,low,8.56,8.56,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,cb73d39d-3ce7-40cc-9b62-0435d624904a,2017-09-16T05:18:10Z,low,low,13.98,13.98,0.0,low->low,[],[],"[{""topic_names"": [""health_public""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,9ffdd62c-c4dc-401d-89ef-cbd14921e5d4,2022-03-13T11:26:53Z,low,low,12.48,12.48,0.0,low->low,[],[],"[{""topic_names"": [""finance""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,48099ef8-4655-4d4c-ae14-027935e6d46b,2021-04-07T21:29:52Z,low,low,16.41,16.41,0.0,low->low,[],[],"[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,168d8964-6f1e-44b5-9e1f-c3ac7bcad634,2019-01-23T03:25:47Z,low,low,14.62,14.62,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,ca0b8cf8-471b-4c78-a29a-fbb29d9de983,2021-12-12T15:57:54Z,low,low,6.73,16.33,9.6,low->low,"[""online safety""]",[],"[{""topic_names"": [""online_safety""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,5927a685-482b-427b-8e20-08a26115128b,2021-02-24T05:37:16Z,low,low,9.53,9.53,0.0,low->low,[],[],"[{""topic_names"": [""legal""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,1622c023-236d-4665-92be-53dd35bd30dd,2020-02-17T23:16:08Z,low,low,9.55,9.55,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,cd3ef55a-6fb1-4cc9-9d69-06814d5d4637,2021-04-02T22:40:36Z,low,low,1.43,1.43,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,d806773a-1044-4e0e-bfe5-b4a4d98f4ee8,2022-06-25T14:11:07Z,low,low,13.2,13.2,0.0,low->low,[],[],"[{""topic_names"": [""legal""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,52221700-c258-412e-aedd-0925b39fb40f,2017-09-23T03:30:31Z,low,low,17.96,17.96,0.0,low->low,[],[],"[{""topic_names"": [""legal""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,5e2949c0-3944-4263-b534-a62cdd803bbf,2019-11-11T13:53:15Z,low,low,4.82,4.82,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,6384033d-b145-4974-ab31-cd22f4922448,2024-04-15T19:28:16Z,low,low,7.39,7.39,0.0,low->low,[],[],"[{""topic_names"": [""health_public""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,7c4c1985-4e05-47ef-93ee-ba590aa5d1b4,2021-03-07T12:52:59Z,low,low,18.5,18.5,0.0,low->low,[],"[""possible_ambiguity""]","[{""topic_names"": [""violence""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,a1783b77-7063-47ae-8305-6c2357c32e9e,2015-06-05T11:56:45Z,low,low,7.26,7.26,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,8a6aa6b0-f7b6-474e-ae59-d83d2ca0d183,2021-07-21T12:30:20Z,low,low,3.13,3.13,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,c138bdcb-ad62-4514-bae9-3c7ef64a8e37,2022-12-18T04:18:59Z,low,low,0.0,0.0,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,23d73164-9c8e-4844-84bf-fe1d1c828b80,2024-05-21T00:32:51Z,low,low,8.29,8.29,0.0,low->low,[],[],"[{""topic_names"": [""politics""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,1214f57e-ebac-4822-aaf8-a7c0e0c28acd,2020-03-15T11:30:00Z,low,low,11.48,11.48,0.0,low->low,[],[],"[{""topic_names"": [""health_public""], ""explanation"": ""Matched topic keywords from config.""}]"
2024-10-05T12:00:00Z,4313a161-1eb6-44c8-a98f-a11aeeac073e,2017-06-14T18:00:49Z,low,low,7.23,7.23,0.0,low->low,[],[],[]
2024-10-05T12:00:00Z,cac1bba4-d116-4808-8a8f-e201f51aa3a3,2019-11-12T09:15:00Z,low,low,2.82,2.82,0.0,low->low,[],"[""possible_sarcasm""]",[]
